ufficio,2019-01-01,ubi,295156,2,2017-11-13,2015-06-04,2,4081.114,4342.026
ufficio,2019-01-01,ubi,295156,2,2018-09-24,2019-01-25,0,4081.114,4342.026
ufficio,2019-01-01,ubi,295156,2,2016-03-17,2018-11-13,0,4081.114,4342.026
ufficio,2019-01-01,ubi,295156,2,2018-08-13,2017-05-16,2,4081.114,4342.026
ufficio,2019-01-01,ubi,413656,3,2015-11-22,2018-03-09,1,5902.204,5661.795999999999
ufficio,2019-01-01,ubi,413656,3,2016-10-27,2017-10-27,0,5902.204,5661.795999999999
ufficio,2019-01-01,ubi,413656,3,2016-08-27,2016-09-26,2,5902.204,5661.795999999999
ufficio,2019-01-01,ubi,413656,3,2019-01-06,2016-08-23,1,5902.204,5661.795999999999
ufficio,2019-01-01,ubi,413656,3,2016-10-22,2017-03-05,1,5902.204,5661.795999999999
ufficio,2019-01-01,ubi,413656,3,2018-12-19,2015-12-14,,5902.204,5661.795999999999
