ufficio,2019-01-01,ubi,392376,,2018-11-19,2017-07-18,2,8308.688,10928.326000000001
ufficio,2019-01-01,ubi,392376,,2018-10-08,2015-11-11,2,8308.688,10928.326000000001
ufficio,2019-01-01,ubi,392376,,2015-10-01,2016-04-02,1,8308.688,10928.326000000001
ufficio,2019-01-01,ubi,392376,,2016-03-04,2015-06-22,2,8308.688,10928.326000000001
ufficio,2019-01-01,ubi,392376,,2016-05-05,2019-04-23,2,8308.688,10928.326000000001
ufficio,2019-01-01,ubi,392376,,2015-11-16,2017-11-16,,8308.688,10928.326000000001
ufficio,2019-01-01,ubi,392376,,2017-12-04,2018-04-02,0,8308.688,10928.326000000001
ufficio,2019-01-01,ubi,392376,,2016-11-22,2017-01-19,2,8308.688,10928.326000000001
ufficio,2019-01-01,ubi,392376,,2017-03-20,2019-02-05,1,8308.688,10928.326000000001
ufficio,2019-01-01,ubi,392376,1,2019-03-19,2016-08-16,0,2590.808,295.836
ufficio,2019-01-01,ubi,392376,1,2016-08-17,2019-03-13,0,2590.808,295.836
