ufficio,2019-01-01,ubi,295156,4,2015-07-01,2016-12-06,1,5342.092,5191.638
ufficio,2019-01-01,ubi,295156,4,2017-02-22,2017-08-21,1,5342.092,5191.638
ufficio,2019-01-01,ubi,295156,4,2018-01-09,2017-06-02,2,5342.092,5191.638
ufficio,2019-01-01,ubi,295156,4,2015-12-08,2015-10-07,,5342.092,5191.638
ufficio,2019-01-01,ubi,295156,4,2019-04-22,2019-03-26,0,5342.092,5191.638
ufficio,2019-01-01,ubi,399765,,2018-05-23,2017-09-10,0,4594.625,7367.650000000001
ufficio,2019-01-01,ubi,399765,,2018-04-22,2018-06-20,0,4594.625,7367.650000000001
ufficio,2019-01-01,ubi,399765,,2017-03-18,2016-04-10,0,4594.625,7367.650000000001
ufficio,2019-01-01,ubi,399765,,2018-07-29,2017-04-27,2,4594.625,7367.650000000001
ufficio,2019-01-01,ubi,399765,,2015-08-14,2017-11-14,,4594.625,7367.650000000001
ufficio,2019-01-01,ubi,399765,,2016-10-31,2016-04-17,2,4594.625,7367.650000000001
ufficio,2019-01-01,ubi,399765,,2017-12-30,2015-11-04,0,4594.625,7367.650000000001
