ufficio,2019-01-01,ubi,413656,1,2018-08-24,2016-05-17,0,2793.3140000000003,3813.5429999999997
ufficio,2019-01-01,ubi,413656,1,2019-03-21,2019-01-20,1,2793.3140000000003,3813.5429999999997
ufficio,2019-01-01,ubi,413656,1,2018-07-28,2017-02-24,1,2793.3140000000003,3813.5429999999997
ufficio,2019-01-01,ubi,413656,1,2018-10-07,2017-09-10,1,2793.3140000000003,3813.5429999999997
ufficio,2019-01-01,ubi,413656,1,2017-04-05,2016-07-17,0,2793.3140000000003,3813.5429999999997
ufficio,2019-01-01,ubi,413656,1,2016-01-16,2018-12-10,2,2793.3140000000003,3813.5429999999997
ufficio,2019-01-01,ubi,413656,1,2015-06-23,2016-06-19,1,2793.3140000000003,3813.5429999999997
ufficio,2019-01-01,ubi,459358,4,2015-06-13,2018-03-14,1,1786.849,2211.729
ufficio,2019-01-01,ubi,459358,4,2017-09-22,2018-07-26,2,1786.849,2211.729
ufficio,2019-01-01,ubi,459358,4,2018-10-17,2018-06-06,2,1786.849,2211.729
