ufficio,2019-01-01,ubi,295156,3,2018-10-08,2016-06-05,0,11400.981,8733.361
ufficio,2019-01-01,ubi,295156,3,2017-03-12,2018-08-13,1,11400.981,8733.361
ufficio,2019-01-01,ubi,295156,3,2016-03-07,2017-04-15,1,11400.981,8733.361
ufficio,2019-01-01,ubi,295156,3,2016-02-15,2017-05-17,1,11400.981,8733.361
ufficio,2019-01-01,ubi,295156,3,2017-08-10,2019-04-29,2,11400.981,8733.361
ufficio,2019-01-01,ubi,295156,3,2018-07-20,2015-11-28,2,11400.981,8733.361
ufficio,2019-01-01,ubi,295156,3,2018-12-29,2015-08-14,2,11400.981,8733.361
ufficio,2019-01-01,ubi,295156,3,2015-09-17,2017-04-10,,11400.981,8733.361
ufficio,2019-01-01,ubi,295156,3,2017-12-12,2015-12-02,2,11400.981,8733.361
ufficio,2019-01-01,ubi,295156,3,2017-07-02,2015-12-28,1,11400.981,8733.361
