ufficio,2019-01-01,ubi,438349,2,2015-09-11,2015-11-13,,7201.742,5052.444
ufficio,2019-01-01,ubi,438349,2,2015-06-17,2019-04-21,1,7201.742,5052.444
ufficio,2019-01-01,ubi,438349,2,2015-09-02,2016-12-30,0,7201.742,5052.444
ufficio,2019-01-01,ubi,438349,2,2017-12-02,2017-10-13,0,7201.742,5052.444
ufficio,2019-01-01,ubi,438349,2,2018-11-30,2018-05-07,0,7201.742,5052.444
ufficio,2019-01-01,ubi,459358,3,2015-10-26,2016-06-22,0,5245.0199999999995,6451.898999999999
ufficio,2019-01-01,ubi,459358,3,2019-05-08,2018-05-13,2,5245.0199999999995,6451.898999999999
ufficio,2019-01-01,ubi,459358,3,2015-06-29,2019-01-19,0,5245.0199999999995,6451.898999999999
ufficio,2019-01-01,ubi,459358,3,2016-11-18,2019-01-04,0,5245.0199999999995,6451.898999999999
ufficio,2019-01-01,ubi,459358,3,2015-11-09,2016-04-09,,5245.0199999999995,6451.898999999999
ufficio,2019-01-01,ubi,459358,3,2016-03-08,2018-02-25,2,5245.0199999999995,6451.898999999999
