ufficio,2019-01-01,ubi,397559,2,2016-12-21,2017-12-16,0,5317.4490000000005,7525.414000000001
ufficio,2019-01-01,ubi,397559,2,2016-10-01,2019-02-10,2,5317.4490000000005,7525.414000000001
ufficio,2019-01-01,ubi,397559,2,2016-07-05,2015-10-22,0,5317.4490000000005,7525.414000000001
ufficio,2019-01-01,ubi,397559,2,2017-04-27,2018-11-03,2,5317.4490000000005,7525.414000000001
ufficio,2019-01-01,ubi,397559,2,2019-02-06,2019-03-11,1,5317.4490000000005,7525.414000000001
ufficio,2019-01-01,ubi,397559,2,2018-03-16,2017-01-25,,5317.4490000000005,7525.414000000001
ufficio,2019-01-01,ubi,397559,2,2019-01-03,2017-03-07,0,5317.4490000000005,7525.414000000001
ufficio,2019-01-01,ubi,459224,5,2018-04-05,2018-02-01,1,5559.155000000001,5725.563
ufficio,2019-01-01,ubi,459224,5,2017-07-30,2015-09-28,1,5559.155000000001,5725.563
ufficio,2019-01-01,ubi,459224,5,2017-09-09,2017-07-25,2,5559.155000000001,5725.563
ufficio,2019-01-01,ubi,459224,5,2017-08-20,2017-05-08,,5559.155000000001,5725.563
ufficio,2019-01-01,ubi,459224,5,2016-06-13,2017-02-05,0,5559.155000000001,5725.563
