ufficio,2019-01-01,ubi,310968,4,2018-07-19,2018-10-24,1,6975.177000000001,7412.546
ufficio,2019-01-01,ubi,310968,4,2016-06-16,2017-09-08,2,6975.177000000001,7412.546
ufficio,2019-01-01,ubi,310968,4,2019-03-28,2018-11-22,1,6975.177000000001,7412.546
ufficio,2019-01-01,ubi,310968,4,2018-12-03,2017-02-12,1,6975.177000000001,7412.546
ufficio,2019-01-01,ubi,310968,4,2017-02-15,2015-07-17,0,6975.177000000001,7412.546
ufficio,2019-01-01,ubi,310968,4,2018-07-06,2018-05-22,1,6975.177000000001,7412.546
ufficio,2019-01-01,ubi,310968,4,2017-12-23,2015-12-03,,6975.177000000001,7412.546
ufficio,2019-01-01,ubi,388690,4,2017-08-04,2017-06-25,,2480.557,4474.751
ufficio,2019-01-01,ubi,388690,4,2019-03-08,2016-10-23,2,2480.557,4474.751
ufficio,2019-01-01,ubi,388690,4,2017-09-04,2016-04-23,,2480.557,4474.751
