ufficio,2019-01-01,ubi,388690,1,2018-12-13,2019-03-05,,8229.604000000001,6480.735
ufficio,2019-01-01,ubi,388690,1,2019-01-24,2015-10-22,0,8229.604000000001,6480.735
ufficio,2019-01-01,ubi,388690,1,2015-09-20,2015-09-10,0,8229.604000000001,6480.735
ufficio,2019-01-01,ubi,388690,1,2017-01-26,2016-07-31,2,8229.604000000001,6480.735
ufficio,2019-01-01,ubi,388690,1,2018-08-14,2015-10-10,0,8229.604000000001,6480.735
ufficio,2019-01-01,ubi,388690,1,2018-03-30,2016-02-23,2,8229.604000000001,6480.735
ufficio,2019-01-01,ubi,388690,1,2015-10-24,2019-04-17,2,8229.604000000001,6480.735
ufficio,2019-01-01,ubi,388690,1,2018-09-28,2016-04-01,1,8229.604000000001,6480.735
ufficio,2019-01-01,ubi,504331,4,2016-01-04,2019-02-20,0,2106.591,2524.7000000000003
ufficio,2019-01-01,ubi,504331,4,2019-05-11,2017-01-24,,2106.591,2524.7000000000003
ufficio,2019-01-01,ubi,504331,4,2016-02-15,2018-06-19,2,2106.591,2524.7000000000003
