bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,287458,20171214,20180113
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,413656,20180129,20180228
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20161012,20161111
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
bpm,459358,20180501,20180531
ubi,397559,20180329,20180428
