bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,417812,20180719,20180818
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
bpm,459224,20160626,20160726
