bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
bpm,310968,20180328,20180427
ubi,351437,20181225,20190124
ubi,465615,20161209,20170108
