bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
bpm,388690,20171103,20171203
