bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
bpm,287458,20160318,20160417
ubi,433291,20170215,20170317
