bpm,417812,20170807,20170906,bpm,417812,2018-03-05 12:17:44.696872
bpm,417812,20170807,20170906,bpm,417812,2017-05-12 20:05:15.132723
bpm,417812,20170807,20170906,bpm,417812,2018-02-19 20:15:10.562846
bpm,417812,20170807,20170906,bpm,417812,2018-10-04 20:28:51.560199
bpm,417812,20170807,20170906,bpm,417812,2015-11-26 11:21:31.670513
bpm,417812,20170807,20170906,bpm,417812,2016-05-03 22:02:50.041749
bpm,417812,20170807,20170906,bpm,417812,2017-01-26 10:32:32.417851
bpm,417812,20170807,20170906,bpm,417812,2016-03-03 06:24:59.159389
bpm,417812,20170807,20170906,bpm,417812,2017-09-19 16:22:50.068908
bpm,417812,20170807,20170906,bpm,417812,2015-08-26 17:14:20.694598
bpm,417812,20170807,20170906,bpm,417812,2016-02-25 07:18:12.980277
bpm,417812,20170807,20170906,bpm,417812,2017-10-15 08:47:40.921777
bpm,417812,20170807,20170906,bpm,417812,2016-07-31 14:59:48.395854
bpm,417812,20170807,20170906,bpm,417812,2018-09-17 07:05:05.487500
bpm,417812,20170807,20170906,bpm,417812,2018-01-15 20:23:18.282603
bpm,417812,20170807,20170906,bpm,417812,2016-09-30 00:25:36.555517
bpm,417812,20170807,20170906,bpm,417812,2016-10-01 05:27:47.546803
bpm,417812,20170807,20170906,bpm,417812,2016-08-03 01:41:49.541854
bpm,417812,20170807,20170906,bpm,417812,2015-11-29 13:27:01.508476
bpm,417812,20170807,20170906,bpm,417812,2017-09-12 06:20:51.292041
bpm,417812,20170807,20170906,bpm,417812,2015-08-31 10:38:58.811656
bpm,417812,20170807,20170906,bpm,417812,2018-07-24 20:47:23.753315
bpm,417812,20170807,20170906,bpm,417812,2018-11-20 13:39:27.813280
bpm,417812,20170807,20170906,bpm,417812,2016-07-03 16:47:22.100402
bpm,417812,20170807,20170906,bpm,417812,2018-06-21 05:33:45.658981
bpm,417812,20170807,20170906,bpm,417812,2017-06-24 02:28:14.875538
bpm,417812,20170807,20170906,bpm,417812,2017-04-16 06:54:00.100216
bpm,417812,20170807,20170906,bpm,417812,2017-01-04 19:15:26.389552
bpm,417812,20180806,20180905,bpm,417812,2018-03-05 12:17:44.696872
bpm,417812,20180806,20180905,bpm,417812,2017-05-12 20:05:15.132723
