bpm,459224,20160629,20160729,bpm,459224,2017-03-06 18:42:33.687962
bpm,459224,20160629,20160729,bpm,459224,2017-06-08 01:19:11.805195
bpm,459224,20160629,20160729,bpm,459224,2018-01-31 04:57:47.326091
bpm,459224,20160629,20160729,bpm,459224,2017-10-17 17:23:25.128881
bpm,459224,20160629,20160729,bpm,459224,2016-01-25 01:22:36.249519
bpm,459224,20160629,20160729,bpm,459224,2018-06-15 15:39:52.518124
bpm,459224,20160629,20160729,bpm,459224,2017-08-09 10:25:31.240329
bpm,459224,20160629,20160729,bpm,459224,2018-06-13 01:27:49.663777
bpm,459224,20160629,20160729,bpm,459224,2018-07-30 16:14:22.416055
bpm,459224,20160629,20160729,bpm,459224,2018-05-25 03:08:52.368434
bpm,459224,20160629,20160729,bpm,459224,2017-01-25 00:03:21.325676
bpm,459224,20160629,20160729,bpm,459224,2016-08-12 08:25:48.238302
bpm,459224,20160629,20160729,bpm,459224,2016-09-21 18:25:29.778032
bpm,459224,20160629,20160729,bpm,459224,2015-08-26 05:13:53.662074
bpm,459224,20160629,20160729,bpm,459224,2018-02-02 01:53:15.065275
bpm,459224,20160629,20160729,bpm,459224,2017-08-13 12:01:18.596552
bpm,459224,20160629,20160729,bpm,459224,2018-01-10 09:45:12.953962
bpm,459224,20160629,20160729,bpm,459224,2017-10-17 11:20:34.052079
bpm,459224,20160629,20160729,bpm,459224,2016-10-22 20:28:04.454306
bpm,459224,20160629,20160729,bpm,459224,2015-11-19 23:06:48.212405
bpm,459224,20160629,20160729,bpm,459224,2018-08-09 17:20:48.953576
bpm,459224,20160629,20160729,bpm,459224,2016-08-05 09:28:27.377399
bpm,459224,20160629,20160729,bpm,459224,2016-04-24 15:56:00.982523
bpm,459224,20170714,20170813,bpm,459224,2017-03-06 18:42:33.687962
bpm,459224,20170714,20170813,bpm,459224,2017-06-08 01:19:11.805195
bpm,459224,20170714,20170813,bpm,459224,2018-01-31 04:57:47.326091
bpm,459224,20170714,20170813,bpm,459224,2017-10-17 17:23:25.128881
bpm,459224,20170714,20170813,bpm,459224,2016-01-25 01:22:36.249519
bpm,459224,20170714,20170813,bpm,459224,2018-06-15 15:39:52.518124
bpm,459224,20170714,20170813,bpm,459224,2017-08-09 10:25:31.240329
bpm,459224,20170714,20170813,bpm,459224,2018-06-13 01:27:49.663777
bpm,459224,20170714,20170813,bpm,459224,2018-07-30 16:14:22.416055
bpm,459224,20170714,20170813,bpm,459224,2018-05-25 03:08:52.368434
bpm,459224,20170714,20170813,bpm,459224,2017-01-25 00:03:21.325676
bpm,459224,20170714,20170813,bpm,459224,2016-08-12 08:25:48.238302
bpm,459224,20170714,20170813,bpm,459224,2016-09-21 18:25:29.778032
bpm,459224,20170714,20170813,bpm,459224,2015-08-26 05:13:53.662074
bpm,459224,20170714,20170813,bpm,459224,2018-02-02 01:53:15.065275
bpm,459224,20170714,20170813,bpm,459224,2017-08-13 12:01:18.596552
bpm,459224,20170714,20170813,bpm,459224,2018-01-10 09:45:12.953962
bpm,459224,20170714,20170813,bpm,459224,2017-10-17 11:20:34.052079
bpm,459224,20170714,20170813,bpm,459224,2016-10-22 20:28:04.454306
bpm,459224,20170714,20170813,bpm,459224,2015-11-19 23:06:48.212405
bpm,459224,20170714,20170813,bpm,459224,2018-08-09 17:20:48.953576
bpm,459224,20170714,20170813,bpm,459224,2016-08-05 09:28:27.377399
bpm,459224,20170714,20170813,bpm,459224,2016-04-24 15:56:00.982523
ubi,310059,20181224,20190123,ubi,310059,20181224
ubi,480983,20181118,20181218,ubi,480983,20181118
